animals	animal species,megaherbivores,wide ranging benthivores,large bodied taxa
important to growing crops	agriculturally important trait,interesting aspect of biodynamic farming,increasing nutrient,essential,alongside essential,growing previous roundup ready crop,environmental and lifestyle factor,valuable byproduct,essential commodity
top or bottom fermented	fermented product,undistilled fermented beverage,fermented beverage,fermented food,naturally fermented food,fermented food item
nice for adult humans	therapeutic,nice amenity,avoiding stimulant,convenient amenity,normal goodie,avoiding irritant
better than tea	calming tea,stimulating beverage,warm noncaffeine beverage,healthy beverage,calming herbal tea,healthy and delicious drink,sugar sweetened beverage,fresh and delicious beverage,regional and flavored tea,tea
mostly for sleeping resting and napping	big brand bed,bed,soft fluffy bedding,soft bedding,armless sofa style,sleepwear,good overnight accommodation,clean dry bedding,home style comfort
hosted on internet	traditional online medium,internet based social medium,third party social medium site,online medium,internet resource,online,online social medium,online social medium site
another	equivalent meaning,seemingly common word,equivalent term,seemingly obvious term,analogous term,common term,sometimes term,foregoing word
limited to senses	nonvisual sense,sense object,internal,unusual perception
up high	high place,elevated place,hard to reach high area,tall distinctive feature,tall object
popular among women	casual l a icon,casual la icon,ladies tailor custom fit clothing,casual item
abhorrent in society	social evil,natural evil,self injurious behavior,immoral mean,social injustice
similar to being hairy	human like characteristic,rash,wearing bigger shoe,eating soft smooth food,exceptional exfoliation facial,eating dry food,wearing shoe,eating whole food
being happy	mundane form of happiness,happy event,life s greatest joy,positive emotional state,positive mood,life enriching experience,positive personal quality,positive feeling,life experience,memorable experience
good in golf	golf ball playing characteristic,solid golf ball,in game method,proper golf attire,golf equipment,golf accessory,sport in game,basic medium player function,enhancing soft skill
smooth to touch	light solid,delicate,smooth surface,clean smooth surface,solid,smooth clean surface,smooth and clean surface
basic in selling	buying major appliance,financial,owning high quality resell right,off price chain
good for basketball	sporty feature,enhancing soft skill,regular moderate exercise,moderate physical activity,high impact athletic activity,good athletic shoe,best most basic exercise,dry good
necessary for comfort	creature comforts,creature comfort,homely comfort,comfort feature,comfort aspect,contemporary creature comfort
civic	humanitarian,progressive,responsible person
rising above failure	entrepreneurial quality,critical success factor,quality goal,battery non ideality,virtuous emotion,attained characteristic,key aspect of economic performance,prosperity principle
culpable	culprit,committing illegal act,proclaimed evil,committed illegal act,defendant,biasing member,offender
cold and dark	cold place,cold location,warm humid dark condition
recycled when become empty	regular recycling material,recyclable,recycled solid,recycled material,recyclable item,recycling item,recycled product
colored green	green,dark green,natural green,vegetable green
thin enough to squirt	thin object,solid or dry specimen,moisture sensitive form,flat solid white material
standing on table	kind table,large flat surface,small plate,perfect smaller piece,smaller sized item
form of exercise	type of exercise,common exercise,exercise,simple exercise,basic exercise,unaccustomed exercise,traditional exercise,light exercise,ab exercise
pickled	pickle,pickled vegetable,crisp raw veggie
numerous on westray	small close in offshore island,large and powerful ocean predator,marine wildlife,exotic sea creature,salt marsh inhabitant,sea water animal,shore animal,rare marine specie
important for good health	essential,alongside essential,healthy element,improving dietary behavior,fact cure digestive disorder,essential health benefit,beneficial health effect,healthy activity,good oral health hygiene
fun in bed	fun,enjoyable activity,fun activity,old fashioned summertime fun,fun filled activity,relaxing activity,countless leisure activity,inactive leisure activity,casual leisure activity,form of leisure
easy to bend	breakable,super tough component,adsorbent,durable,thismeans thattraditional tool
demanding	flocculant,dependent,busy person,thoughtful extra
lacey	large residue piece,mallet,knitting pattern,metal deposit,loose consignment,knot,millet
